"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","St. Louis","","2009-09-02 00:00:00.0","2009-09-02 07:36:19.0","2009-08-13 13:01:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-09-02 00:00:00.0","4225 DELOR ST","B","Inspect City Tree","","72707","887485.00000000","1000357.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2009-09-23 00:00:00.0","2009-09-23 09:39:21.0","2009-08-13 15:30:13.0","Derelict Vehicle - Private Property","","Vehicles","71","Derelict vehicle on private property","2009-09-14 00:00:00.0","5444 QUEENS AVE","B","Derelict-Privt Ppty","63115","72832","894948.00000000","1040748.00000000","CLOSED","NST,","01"
"","","","2009-08-18 00:00:00.0","2009-08-18 10:10:35.0","2009-08-14 08:55:49.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","65","Traffic sign needs repair","2009-09-28 00:00:00.0","NEWHOUSE & 23RD","A","Sign needs attention","","72925","903316.00000000","1030064.00000000","CLOSED","TRAFFIC DIVISION, 511","03"
"","St. Louis","","2009-08-17 00:00:00.0","2009-08-18 11:39:44.0","2009-08-14 10:39:05.0","Sewer Lateral Defect","","Right of Way Issues","06","Sewer lateral problem","2009-08-28 00:00:00.0","4936 HOLLY HILLS AVE","B","Sewer Lateral Defect","","73097","881793.18000000","998944.12000000","CLOSED","STREET DEPT, 510","12"
"","","2009-08-14 15:37:25.0","","","2009-08-14 10:45:08.0","Derelict Vehicle - Right of Way","","Vehicles","","Derelict vehicle in the street","2009-09-03 00:00:00.0","1901 N 19TH","B","Derelict-Rt of Way","","73110","","","CANCEL","NST,",""
"","St. Louis","","2010-06-09 00:00:00.0","2012-12-13 09:57:35.0","2009-08-14 10:46:53.0","Short Term Initiativ","","NSO Initiatives","59","","2010-05-10 00:00:00.0","3711 GARFIELD AVE","B","Short Term Initiativ","63113","73117","898304.00000000","1026272.00000000","CLOSED","NST,","05"
"","St. Louis","","2010-06-09 00:00:00.0","2012-12-13 09:57:35.0","2009-08-14 10:46:53.0","Short Term Initiativ","","NSO Initiatives","59","","2010-05-10 00:00:00.0","3711 GARFIELD AVE","B","Short Term Initiativ","63113","73117","898304.00000000","1026272.00000000","CLOSED","NST,","05"
"","","2009-08-14 15:04:56.0","","","2009-08-14 12:08:23.0","Short Term Initiativ","","NSO Initiatives","50","","2010-05-10 00:00:00.0","5869 GREER","B","Short Term Initiativ","","73208","884458.00000000","1037719.00000000","CANCEL","NST,","22"
"","","","2009-08-18 00:00:00.0","2009-08-18 07:13:07.0","2009-08-17 08:45:35.0","NOTIFY ACC BY PHONE","","Animals","46","Bats reported in living area","2009-08-24 00:00:00.0","5915 WATERMAN BLVD","B","Bats","63112","73599","879455.11300000","1025742.71600000","CLOSED","ANIMAL CARE,","26"
"","St. Louis","","2009-08-20 00:00:00.0","2009-08-20 11:12:51.0","2009-08-17 09:46:45.0","Debris-Occupied Bldg","","Trash/Debris","15","Debris on an occupied property","2009-09-04 00:00:00.0","4009 MIAMI ST","B","Debris-Occupied Bldg","63116","73688","890387.00000000","1004960.00000000","CLOSED","FORESTRY,","15"
"WEB","","","2009-08-21 00:00:00.0","2009-08-21 13:59:55.0","2009-08-17 10:58:46.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","11","Inspect for violation of zoning code (including open storage)","2009-09-04 00:00:00.0","6141 ELIZABETH","B","Illegl Use-Opn Storg","","73794","879790.00000000","1013167.00000000","CLOSED","BUILDING DIV,","24"
"","","","2009-10-23 00:00:00.0","2009-10-23 16:56:39.0","2009-08-18 08:59:05.0","Citizens' Service Bureau","","Weeds/Grass","65","","2011-02-04 00:00:00.0","4008 N 25TH ST","B","VBS Inquiry","","74220","903031.00000000","1030138.00000000","CLOSED","CSB,","03"
"","St. Louis","","2009-08-21 00:00:00.0","2009-08-21 14:22:48.0","2009-08-18 10:38:55.0","Animal(s) Surrender","","Animals","19","Citizen wishes to surrender animal","2009-08-27 00:00:00.0","3715 S COMPTON AVE","B","Animal(s) Surrender","63118","74332","894979.00000000","1003362.00000000","CLOSED","ANIMAL CARE,","20"
"","St. Louis","","2010-04-02 00:00:00.0","2010-04-02 16:20:00.0","2009-08-19 08:59:46.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-09-09 00:00:00.0","4065 GILES AVE","B","Inspect City Tree","63116","74745","892111.00000000","1001498.00000000","CLOSED","FORESTRY,","25"
"","","","2009-09-23 00:00:00.0","2009-09-23 12:56:38.0","2009-08-19 09:57:24.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-09-09 00:00:00.0","5439 REBER PL","B","Inspect City Tree","","74804","883033.00000000","1010706.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-08-21 00:00:00.0","2015-08-10 09:01:27.473","2009-08-19 14:02:46.0","Cntnr out of postion","Trash, yard waster, or recycling container is to far out into the alley or otherwise moved out of its standard position.","Trash/Debris","16","Container is out of position","2009-08-26 00:00:00.0","4300 VIRGINIA AV","B","Cntnr out of postion","","75068","894208.00000000","999623.00000000","CLOSED","REFUSE,","25"
"","St. Louis","","2009-08-24 00:00:00.0","2009-09-04 13:52:53.0","2009-08-20 10:16:56.0","Weeds-Occupied Ppty","","Weeds/Grass","05","Inspect occupied property for high grass/weeds","2009-09-10 00:00:00.0","5160 CHRISTY AV","B","Weeds-Occupied Ppty","","75358","884451.00000000","1000217.00000000","CLOSED","FORESTRY,","14"
"","","","2010-04-02 00:00:00.0","2010-04-02 16:20:17.0","2009-08-20 10:31:08.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-09-10 00:00:00.0","4325 S 37TH","B","Inspect City Tree","","75377","892232.00000000","1000122.00000000","CLOSED","FORESTRY,","25"
"","St. Louis","","2009-08-20 00:00:00.0","2009-10-12 11:04:29.0","2009-08-20 17:03:16.0","Derelict Vehicle - Private Property","","Vehicles","16","Derelict vehicle on private property","2009-09-21 00:00:00.0","3908 KINGSLAND CT","B","Derelict-Privt Ppty","63116","75751","890969.00000000","1001402.00000000","CLOSED","NST,","25"
"","","","2009-09-15 00:00:00.0","2010-12-02 11:02:10.0","2009-08-21 10:42:32.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2009-09-11 00:00:00.0","4822 MILENTZ","B","Inspect City Tree","","75939","882683.00000000","998987.00000000","CLOSED","FORESTRY,","13"
"","St. Louis","","2009-09-02 00:00:00.0","2009-09-02 08:23:11.0","2009-08-21 12:04:15.0","City Tree Limb Down","","Trees","06","Limb from a city tree has fallen","2009-08-28 00:00:00.0","4838 MILENTZ AVE","B","City Tree Limb Down","63116","76014","882631.00000000","999128.00000000","CLOSED","FORESTRY,","13"
"WEB","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 09:09:13.0","2009-08-21 13:05:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-09-11 00:00:00.0","4564-4568 FLAD AVE","B","Inspect City Tree","63110","76045","887645.00000000","1012671.00000000","CLOSED","FORESTRY,","08"
"","","","2009-11-10 00:00:00.0","2009-11-10 13:01:24.0","2009-08-21 13:47:08.0","Requires Citizen Name & Number","","NSO Initiatives","76","NSO Block Request","2009-10-05 00:00:00.0","6100 EMMA AVE","B","NSO Block Request","","76066","889712.00000000","1046204.00000000","CLOSED","NST,","27"
"","","","2009-08-21 00:00:00.0","2009-08-21 14:48:37.0","2009-08-21 14:48:38.0","Short Term Initiativ","","NSO Initiatives","25","","2010-05-12 00:00:00.0","2710 S GRAND BLVD","B","Short Term Initiativ","","76123","894273.00000000","1009898.00000000","CLOSED","NST,","08"
"","St. Louis","","2009-09-11 00:00:00.0","2009-09-11 10:07:13.0","2009-08-21 16:47:44.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","17","Inspect city tree","2009-09-11 00:00:00.0","5119 S BROADWAY","B","Inspect City Tree","","76218","894654.00000000","994972.00000000","CLOSED","FORESTRY,","11"
"","","","2009-08-26 00:00:00.0","2009-12-11 11:57:10.0","2009-08-24 00:09:44.0","Signal Stuck","","Traffic Signal","13","Traffic signal is stuck, not changing","2009-08-27 00:00:00.0","SHAW & S KINGSHIGHWAY","A","Signal Stuck","","76245","886857.00000000","1013711.00000000","CLOSED","TRAFFIC DIVISION, 511","08"
"","","","2009-09-23 00:00:00.0","2014-02-06 14:58:05.89","2009-08-24 10:02:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-09-14 00:00:00.0","2656 JANUARY","B","Inspect City Tree","","76355","882109.00000000","1011093.00000000","CLOSED","FORESTRY,","10"
"","","","2009-11-09 00:00:00.0","2011-01-26 11:36:22.0","2009-08-24 10:11:34.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","59","Inspect city tree","2009-09-14 00:00:00.0","2820 N GRAND","B","Inspect City Tree","","76370","900101.00000000","1027640.00000000","CLOSED","FORESTRY,","03"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 09:06:51.0","2009-08-24 14:22:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-09-14 00:00:00.0","3719 MERAMEC ST","B","Inspect City Tree","","76625","892662.00000000","1000992.00000000","CLOSED","FORESTRY,","25"
"WEB","","","2009-09-16 00:00:00.0","2009-09-16 12:16:05.0","2009-08-25 08:32:33.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-09-15 00:00:00.0","6544 NEOSHO","B","Inspect City Tree","","76756","875765.00000000","1002614.00000000","CLOSED","FORESTRY,","16"
"WEB","","","2009-09-16 00:00:00.0","2009-09-16 12:16:05.0","2009-08-25 08:32:33.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-09-15 00:00:00.0","6544 NEOSHO","B","Inspect City Tree","","76756","875765.00000000","1002614.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2009-09-03 00:00:00.0","2011-01-26 11:29:35.0","2009-08-25 11:10:59.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2009-09-15 00:00:00.0","975 HARLAN AV","B","Inspect City Tree","","76948","895995.00000000","1052115.00000000","CLOSED","FORESTRY,","02"
"","","","2009-09-15 00:00:00.0","2009-09-15 09:16:53.0","2009-08-25 11:26:41.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-09-15 00:00:00.0","3675 MONTANA","B","Inspect City Tree","","76960","892415.00000000","1001529.00000000","CLOSED","FORESTRY,","15"
"","St. Louis","","2009-09-15 00:00:00.0","2010-12-13 15:53:28.0","2009-08-25 13:25:08.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","50","Inspect city tree","2009-09-15 00:00:00.0","5338 ST LOUIS AV","B","Inspect City Tree","","77043","887795.00000000","1034592.00000000","CLOSED","FORESTRY,","01"
"","St. Louis","","2009-09-16 00:00:00.0","2009-09-16 12:19:45.0","2009-08-26 10:05:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-09-16 00:00:00.0","5920 JAMIESON AV","B","Inspect City Tree","","77308","876389.00000000","999337.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2010-04-02 00:00:00.0","2010-04-02 16:15:22.0","2009-08-26 11:17:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","44","Inspect city tree","2009-09-16 00:00:00.0","1329 MCCAUSLAND AV ","B","Inspect City Tree","","77388","875348.00000000","1017487.00000000","CLOSED","FORESTRY,","24"
"WEB","","","2009-09-15 00:00:00.0","2009-09-15 09:18:04.0","2009-08-26 12:26:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2009-09-16 00:00:00.0","5048 DEVONSHIRE","B","Inspect City Tree","","77436","883102.00000000","1002689.00000000","CLOSED","FORESTRY,","14"
"DEPT_REF","St. Louis","","2009-09-29 00:00:00.0","2009-09-29 11:26:24.0","2009-08-26 13:08:08.0","Debris-Vacant Bldg","","Trash/Debris","72","Debris around a vacant building","2009-09-16 00:00:00.0","5050 ALCOTT AVE","B","Debris-Vacant Bldg","63120","77467","891804.00000000","1041468.00000000","CLOSED","FORESTRY,","01"
