"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2012-09-05 15:19:19.0","2012-09-05 15:19:19.0","2012-08-31 13:43:11.0","Privt Hauler Cnfirmd","","Trash/Debris","59","Private residential service confirmed","2012-09-14 00:00:00.0","3511 SULLIVAN","B","Privt Hauler Cnfirmd","63107","419858","900777.00000000","1028658.00000000","CLOSED","REFUSE,","03"
"","","","2013-05-02 13:55:06.953","2013-05-02 13:55:06.953","2012-08-31 14:15:06.0","Enforce Ordinace","","Animals","16","Pet owner is not complying with animal laws","2012-09-21 00:00:00.0","4619 ALASKA","B","Enforce Ordinace","","419876","893114.00000000","998229.00000000","CLOSED","ANIMAL CARE,","25"
"","St. Louis","2012-09-14 09:45:28.0","2012-09-11 14:23:25.0","","2012-08-31 14:29:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-21 00:00:00.0","6201 LORAN AV","B","Inspect City Tree","63109","419887","878411.00000000","1001201.00000000","CANCEL","FORESTRY,","16"
"","","","2012-09-03 15:28:10.767","2014-06-20 15:30:40.82","2012-08-31 15:00:05.0","Vehicle-Rt of Way","","Vehicles","54","Vehicle (operable) illegally parked in right of way","2012-09-21 00:00:00.0","4620 NEWBERR TER","B","Vehicle-Rt of Way","","419917","890531.00000000","1027630.00000000","CLOSED","TREAS PRKG SVC,","18"
"WEB","St. Louis","","2012-09-20 09:50:08.0","2012-09-20 09:50:08.0","2012-08-31 15:07:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-10-10 00:00:00.0","6224 ARCHWOOD LN","B","Inspect City Tree","63123","419922","874417.00000000","998755.00000000","CLOSED","FORESTRY,","16"
"WEB","St. Louis","","2012-09-20 09:50:08.0","2012-09-20 09:50:08.0","2012-08-31 15:07:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-10-10 00:00:00.0","6224 ARCHWOOD LN","B","Inspect City Tree","63123","419922","874417.00000000","998755.00000000","CLOSED","FORESTRY,","16"
"","","","2012-10-02 16:23:31.0","2013-05-06 12:01:02.0","2012-08-31 15:55:13.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","49","Inspect private tree - possibly hazardous","2012-09-21 00:00:00.0","5466 CLEMENS PL","B","Inspect Private Tree","","419940","883554.00000000","1027581.00000000","CLOSED","FORESTRY,","26"
"","","","2012-09-07 16:56:32.0","2013-05-06 11:52:12.0","2012-08-31 15:59:11.0","Derelict Vehicle - Private Property","","Vehicles","50","Derelict vehicle on private property","2012-10-02 00:00:00.0","2502 HAMILTON","B","Derelict-Privt Ppty","","419942","882964.00000000","1035344.00000000","CLOSED","NST,","22"
"","","","2013-06-14 16:50:26.0","2013-06-14 16:50:26.34","2012-08-31 17:03:38.0","Short Term Initiativ","","NSO Initiatives","04","","2013-05-28 00:00:00.0","4612 LOUGHBOROUGH","B","Short Term Initiativ","","419961","882095.00000000","995992.00000000","CLOSED","NST,","12"
"WEB","St. Louis","","2012-09-19 09:52:05.0","2012-09-19 09:52:05.0","2012-08-31 17:05:26.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2012-09-24 00:00:00.0","4756 IDAHO AV","B","Inspect City Tree","63111","419963","892820.00000000","996766.00000000","CLOSED","FORESTRY,","25"
"","","","2012-08-31 18:38:56.0","2012-08-31 18:38:51.0","2012-08-31 18:34:02.0","Pull Illegal Sign","","NSO Initiatives","06","Pull illegal sign in tree lawn","2012-08-31 00:00:00.0","6949 GRAVOIS","B","Pull Illegal Sign","","419973","881223.00000000","996154.00000000","CLOSED","NST,","12"
"WEB","St. Louis","","2012-09-17 09:25:21.0","2012-09-17 09:25:21.0","2012-09-01 14:00:17.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2012-09-24 00:00:00.0","3300 BLK BENDICK AV","B","Inspect City Tree","63139","420002","","","CLOSED","FORESTRY,","23"
"","","","2016-11-21 08:52:49.0","2012-09-14 15:13:58.0","2012-09-01 14:19:12.0","Caller Name/# required","","Animals","30","Report stray cat(s)","2012-09-25 00:00:00.0","2801 WYOMING","B","Stray Cat","","420005","897555.00000000","1006587.00000000","CLOSED","TNR,","09"
"WEB","St. Louis","","2012-09-04 00:00:00.0","2012-09-05 22:57:45.0","2012-09-01 17:53:06.0","Cave-Ins","","Right of Way Issues","19","Street, alley or sidewalk cave-in","2012-09-07 00:00:00.0","3512 TENNESSEE AV","B","Cave-Ins","63118","420009","894397.00000000","1004810.00000000","CLOSED","STREET DEPT, 510","20"
"WEB","St. Louis","","2012-09-06 08:45:56.0","2012-10-09 09:27:22.0","2012-09-01 22:06:15.0","Debris-Vacant Lot","","Trash/Debris","76","Debris on a vacant lot","2012-09-24 00:00:00.0","5930 HARNEY AV","B","Debris-Vacant Lot","63136","420021","890931.00000000","1045796.00000000","CLOSED","FORESTRY,","27"
"WEB","St. Louis","","2012-09-05 00:00:00.0","2012-09-05 23:09:13.0","2012-09-02 11:20:26.0","Sidewalk Repair","","Disability Issues","06","Inspect sidewalk/request to be added to 50-50 sidewalk repair program","2012-09-10 00:00:00.0","5912 HAMPTON AV","B","Sidewalk Repair","63109","420055","879130.00000000","999225.00000000","CLOSED","STREET DEPT, 510","12"
"WEB","St. Louis","","2012-09-10 15:10:07.0","2012-09-10 15:10:07.0","2012-09-02 11:40:25.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-09-24 00:00:00.0","4952 SCHOLLMEYER AV","B","Inspect City Tree","63109","420059","881355.00000000","997339.00000000","CLOSED","FORESTRY,","12"
"WEB","St. Louis","","2012-09-05 00:00:00.0","2012-09-07 08:55:06.0","2012-09-02 14:06:20.0","Cave-Ins","","Right of Way Issues","08","Street, alley or sidewalk cave-in","2012-09-07 00:00:00.0","6235 -6237  EICHELBERGER ST","B","Cave-Ins","63109","420064","878004.00000000","1000879.00000000","CLOSED","STREET DEPT, 510","16"
"WEB","St. Louis","","2012-09-07 00:00:00.0","2012-09-08 22:21:08.0","2012-09-02 14:09:09.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","08","Traffic sign needs repair","2012-09-07 00:00:00.0","DELOR ST & DONOVAN AVE","A","Sign needs attention","","420065","876198.00000000","1001993.00000000","CLOSED","TRAFFIC DIVISION, 511","16"
"","","","2012-09-17 11:28:33.0","2012-09-17 11:28:33.0","2012-09-04 08:14:29.0","City Tree Limb Down","","Trees","45","Limb from a city tree has fallen","2012-09-11 00:00:00.0","247 WOODBOURNE DR","B","City Tree Limb Down","","420150","876019.00000000","1022741.00000000","CLOSED","FORESTRY,","28"
"","","","2012-09-10 15:14:59.0","2012-09-10 15:14:59.0","2012-09-04 08:52:54.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-09-24 00:00:00.0","5758 GRESHAM ST ON HAMPTON","B","Inspect City Tree","","420182","","","CLOSED","FORESTRY,","12"
"","","","2018-08-08 12:17:42.0","2018-08-08 12:17:42.617","2012-09-04 08:53:49.0","VACANT BLDG INITIV","","NSO Initiatives","30","","2012-10-16 00:00:00.0","3460 GRAVOIS","B","VACANT BLDG INITIV","","420185","893950.00000000","1005133.00000000","CLOSED","PPU CITY COUNSELOR,","09"
"","","","2012-09-20 08:53:40.0","2012-09-20 08:53:40.0","2012-09-04 09:25:19.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2012-09-24 00:00:00.0","3225 JASPER PARK","B","Inspect City Tree","","420206","","","CLOSED","FORESTRY,","10"
"","St. Louis","","2012-09-05 00:00:00.0","2012-09-06 18:25:00.0","2012-09-04 12:39:35.0","Cave-Ins","","Right of Way Issues","02","Street, alley or sidewalk cave-in","2012-09-07 00:00:00.0","204 E STEINS ST","B","Cave-Ins","63111","420364","889693.00000000","987927.00000000","CLOSED","STREET DEPT, 510","11"
"","","","2012-09-06 16:51:01.0","2012-09-06 16:51:01.0","2012-09-04 13:58:51.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","21","Inspect city tree","2012-09-24 00:00:00.0","1026 GEYER","B","Inspect City Tree","","420405","903943.00000000","1010655.00000000","CLOSED","FORESTRY,","07"
"","","","2012-09-12 12:03:05.0","2012-09-12 12:03:05.0","2012-09-04 14:01:09.0","City Tree Down","","Trees","21","City tree fell down","2012-09-11 00:00:00.0","1026 GEYER","B","City Tree Down","","420407","903943.00000000","1010655.00000000","CLOSED","FORESTRY,","07"
"","St. Louis","","2012-09-10 14:47:32.0","2012-09-10 14:47:32.0","2012-09-04 14:04:29.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2012-09-24 00:00:00.0","4273 FLORA PL","B","Inspect City Tree","63110","420410","889771.00000000","1012604.00000000","CLOSED","FORESTRY,","08"
"","","","2012-09-07 16:03:49.0","2013-04-19 14:05:54.89","2012-09-04 14:06:40.0","Over 4 Pets, Ext","","Prpty Insp Exterior","72","Resident has more than 4 pets","2012-09-24 00:00:00.0","5500 WREN","B","Over 4 Pets, Ext","","420412","892407.00000000","1044314.00000000","CLOSED","COMM SANITATION,","27"
"","","","2012-09-11 15:31:42.0","2012-09-11 15:31:42.0","2012-09-04 14:22:41.0","Parks Division","","Miscellaneous","83","Misc request to Parks Division","2012-09-24 00:00:00.0","3715 NATURAL BRIDGE AV","B","Misc-Parks Div","","420425","899718.00000000","1031337.00000000","CLOSED","PARKS DIV,","03"
"","","","2012-09-10 15:17:47.0","2012-09-10 15:17:47.0","2012-09-04 15:08:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2012-09-24 00:00:00.0","3642 BOTANICAL AVE","B","Inspect City Tree","","420461","893745.00000000","1010555.00000000","CLOSED","FORESTRY,","08"
"","","","2012-09-10 15:03:47.0","2012-09-10 15:03:47.0","2012-09-04 16:20:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2012-09-24 00:00:00.0","4063 CASTLEMAN AVE","B","Inspect City Tree","","420506","891541.00000000","1013047.00000000","CLOSED","FORESTRY,","08"
"","","","2012-09-14 09:44:48.0","2012-09-14 09:44:48.0","2012-09-05 10:30:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","32","Inspect city tree","2012-09-25 00:00:00.0","1813 KENNETT PL","B","Inspect City Tree","","420706","902441.00000000","1012898.00000000","CLOSED","FORESTRY,","07"
"","","","2012-09-18 09:56:17.0","2012-09-18 09:56:17.0","2012-09-05 11:43:34.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","73","Inspect city tree","2012-09-25 00:00:00.0","1700 GRAPE AVE","B","Inspect City Tree","","420747","892458.00000000","1050432.00000000","CLOSED","FORESTRY,","27"
"WEB","St. Louis","","2012-09-17 13:56:43.0","2012-09-17 13:56:46.0","2012-09-05 12:43:20.0","Vacant Building, Unsecured","","Prpty Insp Exterior","74","Vacant building needs to be boarded up","2012-09-25 00:00:00.0","1076 RIVERVIEW BLVD","B","Vacnt Bldg Unsecured","63147","420789","895610.00000000","1052032.00000000","CLOSED","BUILDING DIV,","02"
"","","","2012-10-01 10:13:04.0","2012-10-01 10:13:04.0","2012-09-05 13:01:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2012-09-25 00:00:00.0","9124 CHURCH RD","B","Inspect City Tree","","420803","896657.00000000","1053170.00000000","CLOSED","FORESTRY,","02"
"WEB","St. Louis","","2012-11-07 08:15:22.0","2012-11-07 08:15:22.0","2012-09-05 13:40:06.0","Requires Citizen Name & Number","","NSO Initiatives","19","NSO Block Request","2012-10-17 00:00:00.0","3400 PENNSYLVANIA AV","B","NSO Block Request","","420815","896457.00000000","1005139.00000000","CLOSED","NST,","20"
"","","","2012-09-19 15:02:38.0","2013-04-18 10:23:01.593","2012-09-05 15:29:51.0","Land Reutilization Authority","","LRA","25","Board up LRA property","2012-10-17 00:00:00.0","3457-59 WYOMING ST","B","LRA Board up","","420866","894381.00000000","1007093.00000000","CLOSED","LRA,","08"
